,-5.0,-4.5,-4.0,-3.5,-3.0,-2.5,-2.0,-1.5,-1.0
-3.0,1.8339549121487748,1.8402223272127516,1.8337475480458398,1.8089404181726019,1.7659891824128207,1.6384232492098496,1.4618788920620491,1.1514598931702253,0.943590679350082
-2.75,1.9046214004399362,1.9071390566611826,1.8700846424955777,1.8855558275547455,1.8604357338241502,1.7234692656652106,1.469928431162622,1.2813488664721244,1.030593407370091
-2.5,2.0072609636263796,2.013644850899983,2.008769492753769,1.9982230329225605,1.9237966189112319,1.7593010208136923,1.5789063397824756,1.4064702646504383,1.2390274571280517
-2.25,2.096817735234818,2.1103677990941274,2.118689539163094,2.0833618443777024,2.003733563311808,1.9105894890164554,1.7237680420781665,1.4432152176929747,1.2656162686310468
-2.0,2.232665998360809,2.2473984672979515,2.141739587927732,2.1772959240028467,2.105312951294832,1.9983960758502022,1.826872030061792,1.5501514897340005,1.3387553910406664
-1.75,2.3291513786377154,2.319238561052337,2.3504120388995613,2.338253551787572,2.3011516151464364,2.0895463586957783,1.8308253802462569,1.7135659865979072,1.448562201481666
-1.5,2.437017571491887,2.5002304642316027,2.4378618433222927,2.3309249781273422,2.5064443657032207,2.3116780832800807,1.9505493818684503,1.7000135638655325,1.5410148542889872
-1.25,2.6131622920459927,2.6118632602369263,2.601816854490059,2.6126991775517148,2.446857603496792,2.3019777911073316,2.2074472311342372,1.9720391402145525,1.7374539928870698
-1.0,2.7907799769350072,2.758652782761801,2.872409322992042,2.584926441787941,2.674648562194454,2.544439524962905,2.0502246669963244,2.1280069827042283,1.7541173524827385
-0.75,2.877521985318489,3.129367886700386,3.1707863124040134,2.8848889644956524,2.7079433953785315,2.6593378011443916,2.1843292933873255,2.1274009144114894,1.7820162468235627
-0.5,3.2148553135733655,3.5613469162842883,3.731445428234725,3.7744064518452003,3.068760857247379,2.6880131653802994,2.5798461395254018,2.2715407012977606,1.4141333666936224
-0.25,3.2824876023089975,3.298967658408063,3.7837549022941777,3.948924692324251,3.1665660041296926,3.796015755579874,2.8250974378216736,2.3845549909223522,2.3127118848373907
